Timestamp;Username;Navn;Afdeling;PCNavn;OS;Producent;Model1;Model2;S/N;PC-AD-Status
07/10/20 09:55;N1M365;Jovany Franklin;AFV Drift og Vedligehold;PC5007273;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC11JAH8;Aktiv
07/10/20 09:10;#I/T;#I/T;AFV Drift og Vedligehold;PC5007274;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC11JAHB;Aktiv
07/10/20 09:35;#I/T;#I/T;AFV Drift og Vedligehold;PC5007275;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC11JAGT;Aktiv
07/10/20 09:29;N1M368;Camron Dunlap;AFV Drift og Vedligehold;PC5007276;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC11JAH5;Aktiv
07/10/20 06:35;N1M369;Grady Coleman;"AFV Rørlægning, Vand";PC5007277;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC122S07;Aktiv
07/10/20 04:58;N1M349;Jovany Malone;AFV Forretningsudv. og Digitalisering;PC5007278;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC14FDN6;Aktiv
07/10/20 06:53;N1M370;Ronald Sharp;AFV Proces og styring;PC5007279;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90SVCV0;Aktiv
07/10/20 09:47;N1M371;Davion Leonard;AFV Teknik og Håndværk;PC5007280;Windows 10;LENOVO;20KES8D400;ThinkPad X280;PC152ZKV;Aktiv
06/10/20 19:06;N1M372;Parker Moon;AFV Anlæg og Processer;PC5007282;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBW;Aktiv
02/10/20 10:44;N1M345;Bradyn Guerra;AFV Drift og Vedligehold;PC5007283;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90W1TGW;Deaktiveret
07/10/20 08:47;N1M374;Alijah Acosta;AFV Byggestyring og Koordinering;PC5007284;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90WA2E7;Aktiv
07/10/20 07:39;N1M375;Kaylin Ferguson;Renseanlæg VEST;PC5007285;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PF1KAJ02;Aktiv
07/10/20 08:01;N1M376;Kaylynn Kaiser;AFV Anlæg og Processer;PC5007286;Windows 10;LENOVO;20N5S2XP00;ThinkPad T590;PF1D2LFZ;Aktiv
06/10/20 10:16;N1M377;Adolfo Day;AFV Anlæg og Processer;PC5007287;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1BBS90;Aktiv
07/10/20 07:40;N1M204;German Roy;AFV Projektering og Tilsyn;PC5007288;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF1BPUUW;Aktiv
07/10/20 07:53;N1M378;Caiden Burgess;AFV Vedtægter og Regulativer;PC5007289;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZNC;Aktiv
02/10/20 13:32;N1M331;Chaim Elliott;AFV Teknisk kundekontakt;PC5007290;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CVZND;Aktiv
07/10/20 07:36;N1M379;Ariel Stephens;AFV Grundvand og Vandkvalitet;PC5007291;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CX1V3;Aktiv
07/10/20 07:05;N1M380;Jaqueline Livingston;AFV Drift og Vedligehold;PC5007292;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CTA73;Aktiv
07/10/20 08:01;N1M381;Makena Hancock;AFV Vedtægter og Regulativer;PC5007293;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CSH6K;Aktiv
07/10/20 07:59;N1M382;Sydney Mckee;AFV Teknisk kundekontakt;PC5007294;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CSF20;Aktiv
07/10/20 06:58;N1M383;Logan Blevins;AFV Drift og Vedligehold;PC5007295;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1CPR9H;Aktiv
07/10/20 10:40;N1M384;Jaslene Goodman;AFV Innovation og Videndeling;PC5007296;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CSEA8;Aktiv
07/10/20 07:03;N1M385;Elisha Mcdowell;AFV Drift og Vedligehold;PC5007298;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E87CS;Aktiv
07/10/20 08:00;N1M386;Laci Carlson;BU Netværk for Bæredygtig Erhvervsudv.;PC5007299;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYE2W;Aktiv
07/10/20 08:35;N1M387;Hamza Gomez;AFV Distribution;PC5007301;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1JLLJY;Aktiv
07/10/20 06:48;N1M388;Augustus Wiley;AFV Vedtægter og Regulativer;PC5007302;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1ESBTF;Aktiv
07/10/20 07:08;N1M362;Zoey Matthews;AFV Forretningsudv. og Digitalisering;PC5007303;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1KENAS;Aktiv
07/10/20 08:28;N1M354;Aspen Washington;AFV Spildevand og Udledninger;PC5007304;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0WGA;Aktiv
07/10/20 08:49;N1M389;Aryanna Schroeder;AFV Anlæg og Processer;PC5007305;Windows 10;LENOVO;20N3S69600;ThinkPad T490;PF2237E4;Aktiv
06/10/20 09:01;N1M146;Amy Elliott;;PC5007306;Windows 10;LENOVO;20S7S0PB00;ThinkPad T15 Gen 1;PF2E08PC;Aktiv
06/10/20 11:28;N1M146;Amy Elliott;;PC5007307;Windows 10;LENOVO;20S7S3EE00;ThinkPad T15 Gen 1;PF22Z1L1;Aktiv
01/10/20 14:37;N1M390;Sasha Fox;AFE Vagthold;PC5008005;Windows 10;Dell Inc.;Latitude E7250;;GDR4662;Aktiv
07/10/20 05:02;N1M391;Melissa Casey;AFE Team M&E;PC5008007;Windows 10;Dell Inc.;Latitude E7250;;9HG5662;Aktiv
04/09/20 09:51;N1M552;Joanna Levine;AFE Vedligeholdelse;PC5008008;Windows 10;Dell Inc.;Latitude E7250;;JSH5662;Aktiv
02/10/20 02:03;N1M392;Shiloh Hendrix;AFE Vagthold;PC5008009;Windows 10;Dell Inc.;Latitude E7250;;G811662;Aktiv
31/08/20 16:10;N1M549;Kenzie Roberson;AFE Vagthold;PC5008011;Windows 10;Dell Inc.;Latitude E7250;;7TG5662;Aktiv
06/10/20 07:25;N1M393;Kaila Parker;AFE Team E&M;PC5008012;Windows 10;Dell Inc.;Latitude E7250;;35H5662;Aktiv
07/10/20 04:19;N1M394;Hayden Dudley;AFE Vagthold;PC5008014;Windows 10;Dell Inc.;Latitude E7250;;16L5662;Aktiv
27/08/20 17:31;N1M550;Jayvon Stephenson;AFE Vagthold;PC5008016;Windows 10;Dell Inc.;Latitude E7250;;DMG5662;Aktiv
02/10/20 07:00;N1M395;Hana Petty;AFE Team M&E;PC5008017;Windows 10;Dell Inc.;Latitude E7250;;J0J5662;Aktiv
04/10/20 09:57;N1M396;Raegan Conley;AFE Sikring og driftsoptimering;PC5008018;Windows 10;Dell Inc.;Latitude E7250;;2ZL5662;Aktiv
17/09/20 06:53;N1M397;Abel Neal;AFE Vagthold;PC5008024;Windows 10;Dell Inc.;Latitude E7250;;GSB5662;Aktiv
07/10/20 10:13;N1M398;Guadalupe Duran;AFE Vagthold;PC5008026;Windows 10;Dell Inc.;Latitude E7250;;DTD5662;Aktiv
31/08/20 13:34;N1M521;Branson Atkinson;AFE Vagthold;PC5008027;Windows 10;Dell Inc.;Latitude E7250;;81F5662;Aktiv
07/10/20 07:54;N1M399;Ali Farrell;AFE Team E&M;PC5008029;Windows 10;Dell Inc.;Latitude E7250;;6KG5662;Aktiv
10/09/20 15:10;N1M556;Jaylene Oneill;AFE Vagthold;PC5008032;Windows 10;Dell Inc.;Latitude E7250;;7T33662;Aktiv
03/10/20 11:51;N1M400;Ashley Giles;AFE Mineralprodukter;PC5008037;Windows 10;Dell Inc.;Latitude E7250;;CKV0662;Aktiv
03/10/20 15:56;N1M401;Anabel Price;AFE Vagthold;PC5008039;Windows 10;Dell Inc.;Latitude E7250;;3JG5662;Aktiv
07/10/20 10:07;N1M402;Kasey Meyers;AFE Mineralprodukter;PC5008043;Windows 10;Dell Inc.;Latitude E7250;;JYB4662;Aktiv
06/10/20 15:20;N1M403;Erik Valenzuela;AFE Vagthold;PC5008053;Windows 10;Dell Inc.;Latitude E7250;;H6B5662;Aktiv
07/10/20 05:42;N1M413;Samara Mcpherson;AFE Team E&M;PC5008055;Windows 10;Dell Inc.;Latitude E7250;;6WB5662;Aktiv
07/10/20 07:26;N1M404;Davon Peck;AFE Team E&M;PC5008060;Windows 10;Dell Inc.;Latitude E7250;;JB54662;Aktiv
16/09/20 14:56;N1M405;Finnegan Webster;AFE Drift;PC5008062;Windows 10;Dell Inc.;Latitude E7250;;1P52662;Aktiv
27/08/20 16:10;N1M553;Brynlee Vaughn;AFE Økonomi og Administration;PC5008063;Windows 10;Dell Inc.;Latitude E7250;;1T61662;Aktiv
27/09/20 12:55;N1M406;Javion Beltran;AFE Vagthold;PC5008067;Windows 10;Dell Inc.;Latitude E7250;;FQH5662;Aktiv
02/09/20 05:20;N1M541;Bentley Medina;AFE Team E&M;PC5008070;Windows 10;Dell Inc.;Latitude E7250;;84G6662;Aktiv
07/10/20 06:51;N1M407;Princess Carney;AFE Laboratorie;PC5008071;Windows 10;Dell Inc.;Latitude E7250;;H0J5662;Aktiv
07/10/20 08:04;N1M408;Eddie Farrell;AFE Laboratorie;PC5008072;Windows 10;Dell Inc.;Latitude E7250;;2Z33662;Aktiv
07/10/20 08:16;N1M409;Rolando Bruce;AFE Sikring og driftsoptimering;PC5008073;Windows 10;Dell Inc.;Latitude E7250;;6G11662;Aktiv
01/10/20 06:45;N1M410;Alan Lozano;AFE Vagthold;PC5008075;Windows 10;Dell Inc.;Latitude E7250;;DVD5662;Aktiv
07/10/20 08:05;N1M411;Willie Diaz;AFE Energihandel;PC5008078;Windows 10;Dell Inc.;Latitude E7250;;CJJ5662;Aktiv
10/09/20 12:47;N1M538;Areli Sanchez;AFE Team M&E;PC5008079;Windows 10;Dell Inc.;Latitude E7250;;61C4662;Aktiv
07/10/20 06:59;N1M412;Shane Davenport;AFE Team E&M;PC5008081;Windows 10;Dell Inc.;Latitude E7250;;CSD5662;Aktiv
07/10/20 07:02;N1M413;Samara Mcpherson;AFE Team E&M;PC5008089;Windows 10;Dell Inc.;Latitude E7250;;BZ33662;Aktiv
11/09/20 14:25;N1M300;Jesus Mckenzie;AFE Net Drift;PC5008097;Windows 10;Dell Inc.;Latitude E7250;;9B11662;Aktiv
16/09/20 11:51;N1M415;Erica Berg;AFE Vedligeholdelse;PC5008106;Windows 10;Dell Inc.;Latitude E7250;;JC04662;Aktiv
07/10/20 03:33;N1M416;Jasiah Boone;"IT-Afsnit, Forsyningsvirksomhederne";PC5008116;Windows 10;Dell Inc.;Latitude E7250;;4JD5662;Aktiv
07/10/20 10:32;N1M417;Jamari Sampson;Nordjyllandsværket A/S;PC5008117;Windows 10;Dell Inc.;OptiPlex 9020;00;31PVTB2;Aktiv
07/10/20 08:25;N1M418;Juliana Harrington;AFE Eksterne brugere;PC5008121;Windows 10;Dell Inc.;Latitude E7250;;69B8M72;Aktiv
07/10/20 05:04;N1M419;Jonas Hansen;Administration og Service - Brugerfinansieret;PC5008123;Windows 10;Dell Inc.;OptiPlex 7040;;HNWQM62;Aktiv
07/10/20 09:20;N1M404;Davon Peck;AFE Team E&M;PC5008125;Windows 10;Dell Inc.;Latitude E7270;;4NNXFC2;Aktiv
07/10/20 07:34;N1M420;Xiomara Villegas;AFE Ledningsafsnit;PC5008126;Windows 10;Dell Inc.;Latitude E7270;;63SYFC2;Aktiv
07/10/20 09:23;N1M421;Myla Myers;AFE Forretningsudvikling;PC5008127;Windows 10;Dell Inc.;Latitude E7270;;5QNXFC2;Aktiv
23/09/20 10:17;N1M422;Keira Blackburn;AFV Eksterne brugere;PC5008128;Windows 10;Dell Inc.;Latitude E7270;;3MVXFC2;Aktiv
06/10/20 07:27;N1M423;Alyvia Sherman;AFE Vedligeholdelse;PC5008129;Windows 10;Dell Inc.;Latitude E7270;;56HXFC2;Aktiv
05/10/20 10:27;N1M424;Elisa Thornton;AFE Drift;PC5008130;Windows 10;Dell Inc.;Latitude E7270;;F682S72;Aktiv
07/10/20 08:05;N1M411;Willie Diaz;AFE Energihandel;PC5008131;Windows 10;Dell Inc.;Latitude E7450;;BL9WN72;Aktiv
07/10/20 05:11;N1M425;Marcel Black;AFE Vagthold;PC5008134;Windows 10;Dell Inc.;Latitude E7270;;8F8NP72;Aktiv
07/10/20 09:27;N1M419;Jonas Hansen;Administration og Service - Brugerfinansieret;PC5008139;Windows 10;Dell Inc.;OptiPlex 7040;;64RP7J2;Aktiv
26/08/20 10:19;N1M545;Aiden Rowe;AFE Vedligeholdelse;PC5008140;Windows 10;LENOVO;20EQS1PN00;ThinkPad P50;PC0LEURJ;Aktiv
07/10/20 08:48;N1M426;Gunner Blankenship;AFE Vedligeholdelse;PC5008141;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0M02N5;Aktiv
06/10/20 15:44;N1M427;Leon Briggs;AFE Projekter;PC5008143;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0MM8TT;Aktiv
07/10/20 10:29;N1M428;Nikolai Bruce;Nordjyllandsværket A/S;PC5008144;Windows 10;Dell Inc.;Latitude E7270;;FBWRSC2;Aktiv
07/10/20 08:38;N1M429;Maritza Vargas;AFE Ledningsafsnit;PC5008145;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0M02N6;Aktiv
07/10/20 08:40;N1M430;Jaylon Wade;AFE Ledningsafsnit;PC5008146;Windows 10;LENOVO;20EQS22100;ThinkPad P50;PC0N56BY;Aktiv
28/09/20 12:08;N1M431;Jovanni Beard;AFE Projekter;PC5008147;Windows 10;LENOVO;80XE;MIIX 510-12IKB;YD02LJEA;Aktiv
07/10/20 07:32;N1M427;Leon Briggs;AFE Projekter;PC5008148;Windows 10;Hewlett-Packard;HP Z440 Workstation;;CZC5232TT3;Aktiv
07/10/20 08:42;N1M432;Breanna Whitney;AFE Projekter;PC5008149;Windows 10;Dell Inc.;Latitude 7480;;DH3CFH2;Aktiv
07/10/20 07:12;N1M433;Adolfo Bates;AFE Økonomi og Administration;PC5008154;Windows 10;Dell Inc.;Latitude 7480;;8X0CNH2;Aktiv
07/10/20 08:11;N1M434;Grayson Padilla;AFE Net Drift;PC5008155;Windows 10;Dell Inc.;Latitude 7480;;CWKSLH2;Aktiv
06/10/20 11:01;N1M435;Oliver Clay;AFE Håndværkere;PC5008156;Windows 10;Dell Inc.;Latitude 7480;;3K4XLH2;Aktiv
02/10/20 07:31;N1M407;Princess Carney;AFE Laboratorie;PC5008158;Windows 10;Dell Inc.;OptiPlex 7050;;6165MM2;Aktiv
07/10/20 08:27;N1M436;Azul Diaz;Aalborg Energi Holding A/S;PC5008160;Windows 10;Dell Inc.;Latitude 7480;;304CQH2;Aktiv
07/10/20 08:14;N1M437;Owen Gonzales;AFE Salg og Service;PC5008161;Windows 10;Dell Inc.;Latitude 7480;;891VLH2;Aktiv
07/10/20 08:17;N1M438;Tony Shepherd;AFE Økonomi og Administration;PC5008162;Windows 10;Dell Inc.;Latitude 7480;;BVWM5M2;Aktiv
17/09/20 08:04;N1M439;Giovanni Yates;AFE Eksterne brugere;PC5008163;Windows 10;LENOVO;20EQS6VG00;ThinkPad P50;PC0QXEKX;Aktiv
21/09/20 12:56;N1M440;Johnny Ortega;AFE Energicenter;PC5008164;Windows 10;Dell Inc.;Latitude 7480;;G92N5M2;Aktiv
06/10/20 07:39;N1M441;Milo Salas;AFE Vagthold;PC5008165;Windows 10;Dell Inc.;Latitude 7480;;9KVTLH2;Aktiv
06/10/20 11:00;N1M300;Jesus Mckenzie;AFE Net Drift;PC5008169;Windows 10;Dell Inc.;Latitude 7480;;67GQJM2;Aktiv
06/10/20 07:40;N1M442;Lilian Ayers;AFE Net Drift;PC5008170;Windows 10;Dell Inc.;Latitude 7480;;27GQJM2;Aktiv
07/10/20 10:35;N1M443;Jayce Barnett;AFE Net Drift;PC5008171;Windows 10;Dell Inc.;Latitude 7480;;GNZHJM2;Aktiv
07/10/20 08:53;N1M444;Kylee Boyle;AFE Energihandel;PC5008172;Windows 10;LENOVO;20HLS1JT00;ThinkPad P71;PF13V2LN;Aktiv
07/10/20 09:38;N1M445;Destinee Hutchinson;AFE Energicenter;PC5008173;Windows 10;Dell Inc.;Latitude 5580;;6KWCZM2;Aktiv
07/10/20 08:34;N1M446;Madilynn Huff;AFE Energicenter;PC5008174;Windows 10;Dell Inc.;Latitude 5580;;4Y1DZM2;Aktiv
07/10/20 06:44;N1M447;David Mccarty;AFE Energicenter;PC5008175;Windows 10;Dell Inc.;Latitude 7480;;3XJCZM2;Aktiv
20/09/20 18:31;N1M448;Jaeden Bird;AFE Net Drift;PC5008176;Windows 10;Dell Inc.;Latitude 7480;;188CZM2;Aktiv
07/10/20 06:29;N1M449;Allie Ortiz;AFE Decentrale Værker;PC5008177;Windows 10;LENOVO;20HLS1JT00;ThinkPad P71;PF13V2KQ;Aktiv
07/10/20 08:01;N1M450;Anabelle Franco;AFE Ledningsafsnit;PC5008178;Windows 10;LENOVO;20EQS6B200;ThinkPad P50;PC0SEF56;Aktiv
07/10/20 05:35;N1M451;Lyric Lozano;AFE Salg og Service;PC5008179;Windows 10;Dell Inc.;Latitude 5580;;F79L0N2;Aktiv
07/10/20 08:25;N1M424;Elisa Thornton;AFE Drift;PC5008181;Windows 10;LENOVO;80XE;MIIX 510-12IKB;YD03Y999;Aktiv
07/10/20 08:29;N1M452;Kadence Bentley;AFE Net Drift;PC5008182;Windows 10;Dell Inc.;Latitude 7480;;G6P0NH2;Aktiv
07/10/20 06:43;N1M453;Everett Jimenez;AFE Team M&E;PC5008183;Windows 10;Dell Inc.;Latitude 7480;;D6R4MH2;Aktiv
07/10/20 09:37;N1M454;Jazmyn Lawson;AFE Økonomi og Administration;PC5008184;Windows 10;Dell Inc.;Latitude 7480;;65KK7H2;Aktiv
25/09/20 08:54;N1M306;Travis Berger;AFE Decentrale Værker;PC5008186;Windows 10;Dell Inc.;Latitude 7480;;DTWM5M2;Aktiv
24/09/20 11:18;N1M455;Lyric Bean;AFE Projekter;PC5008188;Windows 10;LENOVO;20EQS6B100;ThinkPad P50;PC0TYWQA;Aktiv
06/10/20 08:21;N1M456;Uriel Hill;AFE Projekter;PC5008189;Windows 10;Dell Inc.;Latitude 7490;;1WRYPN2;Aktiv
07/10/20 10:04;N1M457;Jonah Cummings;;PC5008190;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FU6518;Aktiv
07/10/20 08:43;N1M457;Jonah Cummings;;PC5008191;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FU6516;Aktiv
07/10/20 10:29;N1M457;Jonah Cummings;;PC5008192;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FU6522;Aktiv
07/10/20 08:42;N1M457;Jonah Cummings;;PC5008193;Windows 10;LENOVO;10MNS04X00;ThinkCentre M910t;S4FU6525;Aktiv
07/10/20 07:26;N1M458;Kayley Hunter;AFE Økonomi og Administration;PC5008197;Windows 10;LENOVO;20HGS3JB00;ThinkPad T470s;PC0TDRWX;Aktiv
07/10/20 06:47;N1M459;Cale Rowe;AFE Salg og Service;PC5008199;Windows 10;Dell Inc.;Latitude 7490;;GR8BVP2;Aktiv
02/09/20 09:18;N1M544;Lee Roth;AFE Salg og Service;PC5008200;Windows 10;Dell Inc.;Latitude 7490;;FP8BVP2;Aktiv
14/09/20 08:16;N1M480;Uriel Poole;AFE Ledningsafsnit;PC5008201;Windows 10;LENOVO;20HES5K200;ThinkPad T470;PF19Z50L;Aktiv
07/10/20 06:59;N1M460;Paisley Bauer;AFE Økonomi og Administration;PC5008202;Windows 10;Dell Inc.;Latitude 5590;;1J22PQ2;Aktiv
07/10/20 10:41;N1M461;Coby Padilla;AFE Ledningsafsnit;PC5008204;Windows 10;LENOVO;20EQS6B100;ThinkPad P50;PC0TYXDZ;Aktiv
07/10/20 08:19;N1M462;Jerome Pennington;AFE Decentrale Værker;PC5008205;Windows 10;Dell Inc.;Latitude 7490;;97S7NN2;Aktiv
05/10/20 05:25;N1M463;Sabrina Schroeder;AFE Energihandel;PC5008207;Windows 10;LENOVO;20HLS1JT00;ThinkPad P71;PF16ZJRC;Aktiv
07/10/20 07:55;N1M464;Carlee Downs;AFE Projekter;PC5008208;Windows 10;LENOVO;20HLS1JT00;ThinkPad P71;PF18NLJZ;Aktiv
28/09/20 12:42;N1M399;Ali Farrell;AFE Team E&M;PC5008209;Windows 10;Dell Inc.;Latitude 7490;;9GL54Q2;Aktiv
07/10/20 07:51;N1M466;Timothy Peters;Aalborg Energi Holding A/S;PC5008210;Windows 10;Dell Inc.;Latitude 7480;;J72N5M2;Aktiv
30/09/20 09:58;N1M467;Trenton Stephenson;AFE Projekter;PC5008214;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90SEBKG;Aktiv
04/10/20 09:34;N1M468;Elianna Hebert;AFE Net Drift;PC5008215;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90SHQZT;Aktiv
10/09/20 06:58;N1M158;Eden Cruz;AFE Net Drift;PC5008217;Windows 10;Dell Inc.;Latitude 7280;;1JRL4M2;Aktiv
06/10/20 20:17;N1M172;Chasity Reynolds;"AFS Økonomi, Kantine Nefovej";PC5008218;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1GTXXG;Aktiv
07/10/20 06:50;N1M469;Ali Mullen;AFE Energicenter;PC5008219;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC10X14Q;Aktiv
07/10/20 08:37;N1M470;Kristopher Ramos;AFE Energihandel;PC5008220;Windows 10;LENOVO;20L6SB2900;ThinkPad T480;PF1K8WQ1;Aktiv
07/10/20 08:40;N1M471;Bryant Carlson;AFE Net Drift;PC5008221;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90SLXE5;Aktiv
07/10/20 05:51;N1M472;Stephany Lozano;AFE Forsyning;PC5008222;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC10YFYC;Aktiv
17/09/20 08:04;N1M444;Kylee Boyle;AFE Energihandel;PC5008223;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC10X14P;Aktiv
06/10/20 08:02;N1M473;Hazel Wright;AFE Energicenter;PC5008225;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC10BWHH;Aktiv
07/10/20 09:19;N1M474;Adrianna Middleton;AFE Ledningsafsnit;PC5008226;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC10X14S;Aktiv
06/10/20 07:40;N1M475;Zion Lawrence;AFE Net Drift;PC5008227;Windows 10;LENOVO;20EQS6B100;ThinkPad P50;PC0TZHPM;Aktiv
07/10/20 07:18;N1M476;Jaylen Fleming;AFE Salg og Service;PC5008228;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11LGH4;Aktiv
01/10/20 12:42;N1M463;Sabrina Schroeder;AFE Energihandel;PC5008229;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11LGH7;Aktiv
18/09/20 12:03;N1M158;Eden Cruz;AFE Net Drift;PC5008230;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC10YFXY;Aktiv
07/10/20 06:54;N1M477;Irene Daniels;AFE Vagthold;PC5008231;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90T2NAH;Aktiv
02/10/20 12:18;N1M478;Perla Newman;AFE Net Drift;PC5008232;Windows 10;LENOVO;20LAS4VM00;ThinkPad T580;R90T21TN;Aktiv
07/10/20 10:34;N1M479;Isabela Keith;AFE Net Drift;PC5008233;Windows 10;LENOVO;20LAS4VM00;ThinkPad T580;R90T21TM;Aktiv
07/10/20 08:02;N1M480;Uriel Poole;AFE Ledningsafsnit;PC5008234;Windows 10;LENOVO;20L6SB2C00;ThinkPad T480;PF1L710R;Aktiv
07/10/20 07:06;N1M481;Zachary Oconnell;AFE Produktion;PC5008235;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11PZ7T;Aktiv
07/10/20 07:48;N1M482;Hadley Underwood;AFE Projekter;PC5008236;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC11EXFM;Aktiv
07/10/20 08:03;N1M483;Reina Roman;AFE Net Drift;PC5008237;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90SS7AV;Aktiv
07/10/20 07:03;N1M496;Brianna Galloway;AFE Mineralprodukter;PC5008239;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC127YA8;Aktiv
07/10/20 07:18;N1M485;Liliana Walter;AFE Mineralprodukter;PC5008240;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC127YA9;Aktiv
07/10/20 09:32;N1M396;Raegan Conley;AFE Sikring og driftsoptimering;PC5008241;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90T2NAG;Aktiv
06/10/20 23:43;N1M486;Helen Dalton;AFE Projekter;PC5008242;Windows 10;LENOVO;20KES8D200;ThinkPad X280;PC11JAGD;Aktiv
07/10/20 09:33;N1M487;Cayden Vang;AFE Produktion;PC5008243;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC1286VT;Aktiv
07/10/20 10:24;N1M488;Trenton Strong;AFE Projekter;PC5008244;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC13F26B;Aktiv
07/10/20 06:46;N1M489;Brandon Sparks;AFE Vedligeholdelse;PC5008245;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90TQ1TA;Aktiv
07/10/20 04:09;N1M490;Armani Contreras;AFE Energihandel;PC5008247;Windows 10;LENOVO;20L6SB2C00;ThinkPad T480;PF1NEZCG;Aktiv
07/10/20 07:57;N1M491;Melanie Mccarty;AFE Økonomi og Administration;PC5008248;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC1427AW;Aktiv
07/10/20 07:52;N1M492;Mya Choi;AFE Vedligeholdelse;PC5008249;Windows 10;LENOVO;20L8S9N300;ThinkPad T480S;PC144WKA;Aktiv
07/10/20 09:05;N1M393;Kaila Parker;AFE Team E&M;PC5008250;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90TYQBS;Aktiv
29/09/20 07:51;N1M493;Nikolai Madden;AFE Energihandel;PC5008251;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90SS7AS;Aktiv
07/10/20 10:46;N1M494;Rosemary Olson;AFE Ledningsafsnit;PC5008252;Windows 10;LENOVO;20L6SB2C00;ThinkPad T480;PF1RHMJW;Aktiv
07/10/20 08:04;N1M495;Adrian Velazquez;AFE Projekter;PC5008253;Windows 10;LENOVO;20KES9QJ00;ThinkPad X280;PC155LKG;Aktiv
07/10/20 06:38;#I/T;#I/T;AFE Mineralprodukter;PC5008255;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC13TFC0;Aktiv
07/10/20 07:48;N1M496;Brianna Galloway;AFE Mineralprodukter;PC5008256;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15M0F8;Aktiv
06/10/20 07:05;N1M497;Jazlyn Hudson;AFE Laboratorie;PC5008258;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC154GP3;Aktiv
07/10/20 06:46;N1M498;Reyna Navarro;AFE Projekter;PC5008259;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90SS7AT;Aktiv
