Timestamp;Username;Navn;Afdeling;PCNavn;OS;Producent;Model1;Model2;S/N;PC-AD-Status
07/10/20 08:42;N1M615;Orval Melendez;MP BorgerMiljø;PC5011189;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXJ4G;Aktiv
07/10/20 08:34;N1M616;Pasquale Ryckman;MP Vandløb;PC5011190;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXJ4H;Aktiv
07/10/20 07:42;N1M617;Derrick Bergevin;MP Vandløb;PC5011191;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXJ4K;Aktiv
07/10/20 07:38;N1M618;Sam Lamb;MP Vandløb;PC5011192;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXRQA;Aktiv
07/10/20 07:18;N1M619;Gonzalo Summa;BU Limfjordssekretariatet;PC5011193;Windows 10;LENOVO;20EQS1PM00;ThinkPad P50;PC0TXJ4M;Aktiv
07/10/20 07:16;N1M620;Harriet Carpentier;MP VirksomhedsMiljø;PC5011196;Windows 10;Dell Inc.;Latitude 7480;;20CN4M2;Aktiv
07/10/20 07:06;N1M621;Cira Oxendine;MP JordMiljø;PC5011197;Windows 10;Dell Inc.;Latitude 7490;;D19WPN2;Aktiv
07/10/20 07:45;N1M622;Arnita Baumeister;MP JordMiljø;PC5011198;Windows 10;Dell Inc.;Latitude 7480;;80BS0N2;Aktiv
07/10/20 07:25;N1M623;Joslyn Gans  ;MP LandMiljø;PC5011200;Windows 10;Dell Inc.;Latitude 7480;;4XKSLH2;Aktiv
07/10/20 08:03;N1M624;Marine Valenzula  ;BU Limfjordssekretariatet;PC5011201;Windows 10;LENOVO;20EQS6B200;ThinkPad P50;PC0TX9MS;Aktiv
14/09/20 08:38;N1M625;Shanon Burner  ;MP LandMiljø;PC5011202;Windows 10;Dell Inc.;Latitude 7490;;35W9RN2;Deaktiveret
07/10/20 08:06;N1M626;Anitra Marra  ;MP VirksomhedsMiljø;PC5011203;Windows 10;Dell Inc.;Latitude 7480;;CM5QLH2;Aktiv
07/10/20 04:03;N1M627;Gita Kisner  ;MP VirksomhedsMiljø;PC5011204;Windows 10;Dell Inc.;Latitude 7480;;DPV60N2;Aktiv
07/10/20 08:54;N1M628;Luetta Scotto  ;MP LandMiljø;PC5011206;Windows 10;Dell Inc.;Latitude 7480;;62MXJM2;Aktiv
07/10/20 07:25;N1M629;Gillian Waye  ;MP LandMiljø;PC5011207;Windows 10;Dell Inc.;Latitude 7480;;40DSLH2;Aktiv
07/10/20 07:04;N1M630;Jacqui Helms  ;MP LandMiljø;PC5011208;Windows 10;Dell Inc.;Latitude 7480;;JWVTLH2;Aktiv
07/10/20 07:13;N1M631;Kiley Loud  ;BU Bæredygtig Borger og Erhverv;PC5011210;Windows 10;Dell Inc.;Latitude 7490;;CMTBVP2;Aktiv
07/10/20 06:12;N1M632;Clement Sturtevant  ;MP Spildevand;PC5011211;Windows 10;Dell Inc.;Latitude 7490;;B9ZJQN2;Aktiv
07/10/20 07:58;N1M633;Harris Manier  ;MP Spildevand;PC5011213;Windows 10;Dell Inc.;Latitude 7490;;G2DJTN2;Aktiv
07/10/20 08:02;N1M634;Cristie Milbrandt  ;MP Vandløb;PC5011214;Windows 10;Dell Inc.;Latitude 7490;;113MSN2;Aktiv
07/10/20 08:13;N1M635;Niesha Mcguinness  ;MP Grundvand;PC5011215;Windows 10;Dell Inc.;Latitude 7490;;28JMQQ2;Aktiv
07/10/20 08:18;N1M636;Dimple Stallings  ;BU Center for Grøn Omstilling;PC5011216;Windows 10;Dell Inc.;Latitude 7490;;JM10SQ2;Aktiv
07/10/20 07:58;N1M637;Kandice Yagi  ;MP Grundvand;PC5011218;Windows 10;Dell Inc.;Latitude E7270;;4LWRSC2;Aktiv
07/10/20 08:43;N1M638;Jordon Pon  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011220;Windows 10;Dell Inc.;Latitude 7490;;60DPTN2;Aktiv
07/10/20 08:18;N1M639;Kristofer Klee  ;MP BorgerMiljø;PC5011221;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1GTXX3;Aktiv
07/10/20 07:38;N1M587;Carri Vogel;MP BorgerMiljø;PC5011222;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC10X14T;Aktiv
07/10/20 08:13;N1M640;Dirk Gamez  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011225;Windows 10;Dell Inc.;Latitude E7470;;JVGKKC2;Aktiv
06/10/20 19:05;N1M641;Luise Frankum  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011226;Windows 10;Dell Inc.;Latitude E7470;;6YG8WF2;Aktiv
24/09/20 09:21;N1M642;Sachiko Ulm  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011227;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC1537R3;Aktiv
07/10/20 10:23;N1M643;Lakeisha Legrande  ;BU Center for Grøn Omstilling;PC5011228;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC14QYFK;Aktiv
06/10/20 07:34;N1M644;Bernardo Cordray  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011229;Windows 10;LENOVO;20L6SB2900;ThinkPad T480;PF1Q5LA7;Aktiv
07/10/20 08:41;N1M645;Maryrose Wages  ;MP Spildevand;PC5011230;Windows 10;LENOVO;20LAS4VR00;ThinkPad T580;R90VEZZT;Aktiv
07/10/20 08:19;N1M646;Carylon Emerson  ;BU Limfjordssekretariatet;PC5011231;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VK2NJ;Aktiv
07/10/20 07:20;N1M647;Alesia Lewandowski  ;BU Limfjordssekretariatet;PC5011232;Windows 10;LENOVO;20LAS4VE00;ThinkPad T580;R90VK2NL;Aktiv
05/10/20 10:44;N1M648;Raymond Rusek  ;"AFS Direktion, Sekretariat og Jura";PC5011233;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90TYQBT;Aktiv
06/10/20 09:12;N1M649;Lia Klem  ;BU Bæredygtig Borger og Erhverv;PC5011235;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90VMJXE;Aktiv
07/10/20 08:17;N1M650;Guadalupe Jacks  ;MP VirksomhedsMiljø;PC5011238;Windows 10;LENOVO;20LAS4VU00;ThinkPad T580;R90TPQ0Y;Aktiv
07/10/20 08:30;N1M651;Star Harkleroad  ;BU Limfjordssekretariatet;PC5011239;Windows 10;LENOVO;20N5S32K00;ThinkPad T590;PF1XJB8F;Aktiv
07/10/20 07:47;N1M053;Fletcher Lewis;MP By- og LandMiljø;PC5011240;Windows 10;LENOVO;20L6SAS100;ThinkPad T480;PF1470L4;Aktiv
07/10/20 07:57;N1M652;Laurine Benefield  ;MP Spildevand;PC5011241;Windows 10;LENOVO;20L6SB2900;ThinkPad T480;PF14ESHR;Aktiv
07/09/20 08:31;N1M653;Flo Tengan  ;MP Grundvand;PC5011242;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW26T;Aktiv
07/10/20 07:49;N1M654;Flora Moorehead  ;BU Center for Grøn Omstilling;PC5011243;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28XH;Aktiv
07/10/20 08:50;N1M655;Shenita Hegna  ;BU Limfjordssekretariatet;PC5011244;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28XG;Aktiv
07/10/20 08:34;N1M656;Yuk Bodenhamer  ;BU Limfjordssekretariatet;PC5011245;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28XJ;Aktiv
07/10/20 08:16;N1M642;Sachiko Ulm  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011246;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D28XK;Aktiv
07/10/20 07:37;N1M657;Wilton Klepper  ;MP Grundvand;PC5011247;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L4;Aktiv
07/10/20 06:50;N1M658;Dominique Bratt  ;MP PlanStab;PC5011248;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L7;Aktiv
30/09/20 08:08;N1M659;Mckinley Maloof  ;MP Administration;PC5011249;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KY;Aktiv
15/09/20 00:49;N1M660;Lakita Suter  ;MP VirksomhedsMiljø;PC5011250;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KZ;Aktiv
07/10/20 07:59;N1M661;Jesusa Trueblood  ;MP Grundvand;PC5011251;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KT;Aktiv
07/10/20 09:25;N1M662;Leena Cranford  ;MP Grundvand;PC5011252;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KS;Aktiv
07/10/20 08:09;N1M663;Larry Colquitt  ;MP Vandløb;PC5011253;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KQ;Aktiv
06/10/20 20:10;N1M664;Sterling Deibel  ;MP Spildevand;PC5011254;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L6;Aktiv
07/10/20 07:53;N1M665;Jimmie Pospisil  ;MP Grundvand;PC5011255;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L5;Aktiv
07/10/20 08:13;N1M571;John Mccarthy;MP VirksomhedsMiljø;PC5011256;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L0;Aktiv
07/10/20 07:51;N1M666;Magaly Bondi  ;MP VirksomhedsMiljø;PC5011257;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KW;Aktiv
07/10/20 07:52;N1M667;Edelmira Weatherly  ;BU Center for Grøn Omstilling;PC5011258;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L3;Aktiv
07/10/20 08:21;N1M668;Emogene Hartshorn  ;MP Vandløb;PC5011259;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L1;Aktiv
07/10/20 08:15;N1M669;Winona Viger  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011260;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0L2;Aktiv
06/10/20 16:12;N1M670;Dian Meisel  ;MP JordMiljø;PC5011261;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW26V;Aktiv
07/10/20 07:46;N1M671;Jacqulyn Konopka  ;MP Grundvand;PC5011263;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KX;Aktiv
07/10/20 07:42;N1M672;Corrin Frasure  ;MP LandMiljø;PC5011264;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC17ZKC0;Aktiv
07/10/20 10:31;N1M673;Felica Arizmendi  ;BU Limfjordssekretariatet;PC5011266;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1F23LS;Aktiv
07/10/20 08:05;N1M674;Wynona Hoard  ;BU Limfjordssekretariatet;PC5011267;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1E8CDN;Aktiv
07/10/20 08:17;N1M675;Shandra Bigham  ;MP Vandløb;PC5011268;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1F07NZ;Aktiv
07/10/20 08:39;N1M676;Whitney Welden  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011269;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1FBA25;Aktiv
07/10/20 09:02;N1M677;Gertrud Mood  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011271;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1CW0KR;Aktiv
14/09/20 08:15;N1M660;Lakita Suter  ;MP VirksomhedsMiljø;PC5011272;Windows 10;LENOVO;20N5S32J00;ThinkPad T590;PF2CXQKE;Aktiv
07/10/20 06:17;N1M678;Veola Sumrell  ;MP BorgerMiljø;PC5011274;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1F1WBW;Aktiv
07/10/20 08:33;N1M679;Johnette Whisnant  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011275;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1F1WBV;Aktiv
01/10/20 13:25;N1M680;Lorelei Simoes  ;BU Netværk for Bæredygtig Erhvervsudv.;PC5011276;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1JJAJD;Aktiv
07/10/20 08:02;N1M681;Aracely Anton  ;MP Vandløb;PC5011277;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1JJAPJ;Aktiv
07/10/20 08:23;N1M588;Fermin Mclelland;MP Vandløb;PC5011278;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1JJAPH;Aktiv
07/10/20 08:58;N1M682;Michiko Lederman  ;MP VirksomhedsMiljø;PC5011280;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1JJAPE;Aktiv
05/10/20 13:23;N1M683;Maurita Gullett  ;AFV Drift og Vedligehold;PC5013039;Windows 10;LENOVO;20HAS16U00;ThinkPad T570;R90NP9J0;Aktiv
07/10/20 07:27;N1M684;Vida Hydrick  ;AFV Drift og Vedligehold;PC5013045;Windows 10;Dell Inc.;Latitude 7490;;3QP0SQ2;Aktiv
02/10/20 09:54;N1M685;Wm Lopinto  ;AFV Drift og Vedligehold;PC5013047;Windows 10;Dell Inc.;Latitude 5590;;466WRQ2;Aktiv
07/10/20 07:40;N1M686;Shayla Noles  ;AFV Drift og Vedligehold;PC5013048;Windows 10;Dell Inc.;Latitude 5590;;7JCWRQ2;Aktiv
16/09/20 16:42;N1M683;Maurita Gullett  ;AFV Drift og Vedligehold;PC5013049;Windows 10;Dell Inc.;Latitude 5590;;4RCWRQ2;Aktiv
07/10/20 06:58;N1M688;Magaret Ramerez  ;AFV Proces og styring;PC5013050;Windows 10;LENOVO;20LAS4VG00;ThinkPad T580;R90S83BA;Aktiv
02/10/20 07:14;N1M689;India Desch  ;AFV Teknisk kundekontakt;PC5013051;Windows 10;LENOVO;20L6SB2C00;ThinkPad T480;PF1HRSSZ;Aktiv
07/10/20 07:08;N1M690;Pearlene Maloney  ;AFV Teknisk kundekontakt;PC5013052;Windows 10;LENOVO;20L6SB2C00;ThinkPad T480;PF1HRSSA;Aktiv
07/10/20 07:01;N1M691;Assunta Mainor  ;AFV Proces og styring;PC5013055;Windows 10;LENOVO;20LAS4VG00;ThinkPad T580;R90V0M1V;Aktiv
07/10/20 08:19;N1M687;Adrian Berning  ;AFV Teknisk kundekontakt;PC5013056;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYXRM;Aktiv
07/10/20 09:21;N1M692;Anamaria Hollars  ;AFV Teknisk kundekontakt;PC5013057;Windows 10;LENOVO;20N5S39U00;ThinkPad T590;PF1BYXPQ;Aktiv
02/09/20 08:45;#I/T;#I/T;"AFR Drift, Genbrug og Sortering";PC5021010;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PF1GGVBJ;Aktiv
07/10/20 05:49;N1M694;Maryln Schroeder  ;"Aalborg Forsyning, Renovation";PC5021011;Windows 10;LENOVO;10SKS0S600;ThinkCentre M920s;S4LT6837;Aktiv
07/10/20 03:11;N1M693;Lucio Arend  ;"AFR Drift, Genbrug og Sortering";PC5021012;Windows 10;LENOVO;20NYS1JA00;ThinkPad T490s;PC1D0W8G;Aktiv
07/10/20 06:55;N1M695;Sherice Waddy  ;;PC5021013;Windows 10;American Megatrends Inc.;AEC-6638;To be filled by O.E.M.;P19B08779;Aktiv
07/10/20 04:23;N1M695;Sherice Waddy  ;;PC5021014;Windows 10;American Megatrends Inc.;AEC-6638;To be filled by O.E.M.;P1990435;Aktiv
07/10/20 06:42;N1M696;Chantay Rudman  ;Renseanlæg VEST;PC5023010;Windows 10;Dell Inc.;OptiPlex 7010;01;6XVRF5J;Aktiv
05/10/20 00:00;N1M700;Julienne Kiernan  ;Renseanlæg VEST;PC5023018;Windows 10;Dell Inc.;Latitude E7270;;1M00NC2;Aktiv
07/10/20 07:12;N1M697;Kate Lomanto  ;Renseanlæg VEST;PC5023019;Windows 10;Dell Inc.;Latitude 7280;;JQ819H2;Aktiv
07/10/20 01:06;N1M709;Simona Plaisted  ;Renseanlæg VEST;PC5023022;Windows 10;Dell Inc.;Latitude 7480;;3GTM4M2;Aktiv
07/10/20 07:43;N1M698;Isabell Vazques  ;AFV Innovation og Videndeling;PC5023024;Windows 10;Dell Inc.;Latitude E7470;;3KY03G2;Aktiv
07/10/20 06:49;N1M699;Latrice Stlouis  ;Renseanlæg VEST;PC5023025;Windows 10;LENOVO;20KES0S200;ThinkPad X280;PC0XGRV7;Aktiv
07/10/20 07:42;N1M700;Julienne Kiernan  ;Renseanlæg VEST;PC5023026;Windows 10;LENOVO;20N3S6NK00;ThinkPad T490;PF2E03SC;Aktiv
06/09/20 11:15;#I/T;#I/T;Renseanlæg ØST;PC5024012;Windows 10;Dell Inc.;Latitude E5430 vPro;01;3QJXSY1;Aktiv
07/10/20 02:56;N1M701;Nakita Montag  ;Renseanlæg ØST;PC5024016;Windows 10;Dell Inc.;OptiPlex 9020M;00;9DC58C2;Aktiv
29/09/20 09:24;N1M702;Erlinda Igo  ;Renseanlæg ØST;PC5024017;Windows 10;American Megatrends Inc.;Surface Pro 3;1;027029153253;Aktiv
01/10/20 10:26;N1M707;Etha Brunk  ;Renseanlæg ØST;PC5024018;Windows 10;American Megatrends Inc.;Surface Pro 3;1;016951651553;Aktiv
07/10/20 02:57;N1M701;Nakita Montag  ;Renseanlæg ØST;PC5024019;Windows 10;Dell Inc.;OptiPlex 7010;01;JZVRF5J;Aktiv
10/09/20 08:33;N1M045;Maia Cabrera;"AFS DiGIT, IT-Service";PC5024020;Windows 10;LENOVO;10MQS2U600;ThinkCentre M710q;S4FS5239;Aktiv
07/10/20 06:34;N1M704;Hilton Lowenthal  ;AFV Renseanlæg og Ressourcer;PC5024022;Windows 10;Dell Inc.;Latitude 7490;;7571SQ2;Aktiv
07/10/20 09:25;N1M697;Kate Lomanto  ;Renseanlæg VEST;PC5024023;Windows 10;Dell Inc.;Latitude 7480;;DMVTLH2;Aktiv
07/10/20 06:45;N1M705;Ezekiel Cella  ;Renseanlæg ØST;PC5024024;Windows 10;Dell Inc.;Latitude 7490;;29LYPN2;Aktiv
06/10/20 20:47;N1M707;Etha Brunk  ;Renseanlæg ØST;PC5024025;Windows 10;LENOVO;20L8S8TU00;ThinkPad T480s;PC134MFV;Aktiv
07/10/20 06:48;N1M703;Mendy Bertrand  ;Renseanlæg ØST;PC5024026;Windows 10;LENOVO;20L8S9N300;ThinkPad T480s;PC15XDE5;Aktiv
02/10/20 07:23;N1M706;Caroll Doucet ;Renseanlæg ØST;PC5024027;Windows 10;LENOVO;20NYS0WX00;ThinkPad T490s;PC1CSF22;Aktiv
07/10/20 07:46;N1M707;Etha Brunk  ;Renseanlæg ØST;PC5024028;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1JVMAC;Aktiv
07/10/20 10:20;#I/T;#I/T;Renseanlæg ØST;PC5024029;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1JVMGC;Aktiv
07/10/20 07:44;N1M708;Marlin Boatner  ;Renseanlæg ØST;PC5024030;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90YP6L7;Aktiv
28/08/20 09:02;N1M146;Amy Elliott;;PC5024031;Windows 10;LENOVO;11AES08D00;ThinkCentre M90n-1;PF29PYE1;Aktiv
07/10/20 09:48;#I/T;#I/T;Renseanlæg VEST;PC5024032;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1LAH7W;Aktiv
06/10/20 10:27;N1M703;Mendy Bertrand  ;Renseanlæg ØST;PC5024033;Windows 10;LENOVO;20Q1S4UJ00;ThinkPad X390;PC1LAH7V;Aktiv
06/10/20 07:58;N1M696;Chantay Rudman  ;Renseanlæg VEST;PC5024034;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90Z2DZH;Aktiv
07/09/20 08:03;N1M146;Amy Elliott;;PC5024035;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90Z2DZK;Aktiv
07/09/20 08:02;N1M146;Amy Elliott;;PC5024036;Windows 10;LENOVO;20NQS2L600;ThinkPad X390 Yoga;R90Z2DZJ;Aktiv
07/10/20 07:31;N1M710;Lynda Holbert  ;AFV Eksterne brugere;PC5508013;Windows 10;LENOVO;20L6SB2900;ThinkPad T480;PF1HRS8Y;Aktiv
